movieId,title,genres,year,rating
260659,Falling for Figaro,Comedy|Romance,2021,4.0
260659,Falling for Figaro,Comedy|Romance,2021,4.0
260659,Falling for Figaro,Comedy|Romance,2021,-1.0
260659,Falling for Figaro,Comedy|Romance,2021,-1.0
260659,Falling for Figaro,Comedy|Romance,2021,-1.0
260659,Falling for Figaro,Comedy|Romance,2021,3.5
166338,Young Man of Manhattan,Comedy|Romance,1930,-1.0
166338,Young Man of Manhattan,Comedy|Romance,1930,3.0
1258,"Shining, The",Horror,1980,3.0
1258,"Shining, The",Horror,1980,4.0
1258,"Shining, The",Horror,1980,4.0
1258,"Shining, The",Horror,1980,3.0
1258,"Shining, The",Horror,1980,4.0
1258,"Shining, The",Horror,1980,4.0
1258,"Shining, The",Horror,1980,4.0
1258,"Shining, The",Horror,1980,4.0
1258,"Shining, The",Horror,1980,3.5
1258,"Shining, The",Horror,1980,4.5
1258,"Shining, The",Horror,1980,4.0
1258,"Shining, The",Horror,1980,4.0
1258,"Shining, The",Horror,1980,5.0
1258,"Shining, The",Horror,1980,3.0
1258,"Shining, The",Horror,1980,5.0
1258,"Shining, The",Horror,1980,5.0
1258,"Shining, The",Horror,1980,4.0
1258,"Shining, The",Horror,1980,3.0
1258,"Shining, The",Horror,1980,4.0
1258,"Shining, The",Horror,1980,5.0
1258,"Shining, The",Horror,1980,4.0
1258,"Shining, The",Horror,1980,1.5
1258,"Shining, The",Horror,1980,3.5
1258,"Shining, The",Horror,1980,3.0
1258,"Shining, The",Horror,1980,3.0
1258,"Shining, The",Horror,1980,5.0
1258,"Shining, The",Horror,1980,5.0
1258,"Shining, The",Horror,1980,4.0
1258,"Shining, The",Horror,1980,4.0
1258,"Shining, The",Horror,1980,4.0
1258,"Shining, The",Horror,1980,4.0
1258,"Shining, The",Horror,1980,4.0
1258,"Shining, The",Horror,1980,4.0
1258,"Shining, The",Horror,1980,3.0
1258,"Shining, The",Horror,1980,4.0
1258,"Shining, The",Horror,1980,4.0
1258,"Shining, The",Horror,1980,3.0
1258,"Shining, The",Horror,1980,4.5
1258,"Shining, The",Horror,1980,3.5
1258,"Shining, The",Horror,1980,5.0
1258,"Shining, The",Horror,1980,3.5
1258,"Shining, The",Horror,1980,4.5
1258,"Shining, The",Horror,1980,4.5
1258,"Shining, The",Horror,1980,4.5
1258,"Shining, The",Horror,1980,3.0
1258,"Shining, The",Horror,1980,5.0
1258,"Shining, The",Horror,1980,2.0
1258,"Shining, The",Horror,1980,4.5
1258,"Shining, The",Horror,1980,3.0
1258,"Shining, The",Horror,1980,5.0
1258,"Shining, The",Horror,1980,2.5
1258,"Shining, The",Horror,1980,4.5
1258,"Shining, The",Horror,1980,4.0
1258,"Shining, The",Horror,1980,4.0
1258,"Shining, The",Horror,1980,5.0
1258,"Shining, The",Horror,1980,4.0
1258,"Shining, The",Horror,1980,4.0
1258,"Shining, The",Horror,1980,4.5
1258,"Shining, The",Horror,1980,3.5
1258,"Shining, The",Horror,1980,4.0
1258,"Shining, The",Horror,1980,3.5
1258,"Shining, The",Horror,1980,4.0
1258,"Shining, The",Horror,1980,5.0
1258,"Shining, The",Horror,1980,4.0
1258,"Shining, The",Horror,1980,4.0
1258,"Shining, The",Horror,1980,4.5
1258,"Shining, The",Horror,1980,2.5
1258,"Shining, The",Horror,1980,4.5
1258,"Shining, The",Horror,1980,3.0
1258,"Shining, The",Horror,1980,5.0
1258,"Shining, The",Horror,1980,3.5
1258,"Shining, The",Horror,1980,4.0
1258,"Shining, The",Horror,1980,5.0
1258,"Shining, The",Horror,1980,4.5
1258,"Shining, The",Horror,1980,4.0
1258,"Shining, The",Horror,1980,4.0
1258,"Shining, The",Horror,1980,2.5
1258,"Shining, The",Horror,1980,4.0
1258,"Shining, The",Horror,1980,5.0
1258,"Shining, The",Horror,1980,3.5
1258,"Shining, The",Horror,1980,4.5
